排    行    榜 -- 最近期,,,,,,,,,,
,,,,,,,,,,
,市場別,證期會,TEJ 產業別,交易所,會計,統一編號,國際證券,集團名,公司中文簡稱,公司英文簡稱
,,代碼,,產業別,月份,,編號,,,
,,,,,,,,,,
6481       世界科,ROTC,,23,31,12,ID 28112272,TW0006481005,6481  世界中心,世界科,GMS
6482       弘煜科,ROTC,,32,32,12,ID 25064206,TW0006482003,6482  弘煜科技,弘煜科,Fun Yours
6483       原創,ROTC,,17,22,12,ID 29184891,TW0006483001,6483  原創,原創,OBM
6484       惠合再生,PUB,,17,22,12,ID 24405425,TW0006484009,6484  惠合再生,惠合再生,Life Fusion
6485       點序,OTC,,23,24,12,ID 28927852,TW0006485006,6485  點序科技,點序,ASolid
6486       互動,ROTC,,23,27,12,ID 80192260,TW0006486004,2419  仲琦,互動,IDT
6487       源一,ROTC,,17,22,12,ID 80098477,TW0006487002,6487  源一,源一,Humorigin
6488       環球晶,OTC,,23,24,12,ID 28113286,TW0006488000,5483B 中美晶集團,環球晶,GlobalWafers
6489       德晶,ROTC,,23,26,12,ID 53769281,TW0006489008,6489  德晶,德晶,Phecda
6490       凌昇科,ROTC,,23,26,12,ID 53307514,TW0006490006,6490  凌昇能源,凌昇科,Sunlux
6491       晶碩,ROTC,,17,22,12,ID 25021158,TW0006491004,4938  和碩集團,晶碩,Pegavision
6492       生華科,ROTC,,17,22,12,ID 54021973,TW0006492002,6492  生華生技,生華科,Senhwa
6493       雷虎生,ROTC,,17,22,12,ID 53835304,TW0006493000,8033  雷虎,雷虎生,TTBIO
6494       九齊,ROTC,,23,24,12,ID 28509490,TW0006494008,1605  華新麗華集團,九齊,Nyquest
6496       科懋,OTC,,17,22,12,ID 23024594,TW0006496003,6496  科懋,科懋,Excelsior Biopharma
6498       久禾光,ROTC,,23,26,12,ID 80579685,TW0006498009,6167  久正光電集團,久禾光,PTIC
6499       益安,ROTC,,17,22,12,ID 54150856,TW0006499007,6499  益安生醫,益安,Medeon
6502       國隆,UNPUB,,14,4,12,ID 22421595,TW0006502008,6502  國隆,國隆,Kou Long
6503       三勝,UNPUB,,14,62,12,ID 56023315,TW0006503006,6503  三勝,三勝,San Sun
6504       南六,TSE,,99,20,12,ID 75989858,TW0006504004,6504  南六,南六,Nan Liu
6505       台塑化,TSE,,97,23,12,ID 86522210,TW0006505001,1301  台塑集團,台塑化,Formosa Petrochem.
6506       雙邦,OTC,,17,21,12,ID 23531297,TW0006506009,6506  雙邦,雙邦,SBI
6507       新力美,ROTC,,17,21,12,ID 35860547,TW0006507007,6507A Royal DSM,新力美,DSM-AGI
6508       惠光,OTC,,13,3,12,ID 69546202,TW0006508005,6508  惠光,惠光,Hui Kwang
6509       聚和,OTC,,17,21,12,ID 04243562,TW0006509003,1907  永豐餘集團,聚和,Hopax
6510       精測,ROTC,,23,24,12,ID 27879121,TW0006510001,2412  中華電信集團,精測,CHPT
6511       綠晁,ROTC,,23,26,12,ID 25154972,TW0006511009,3060  銘異,綠晁,ABLY
6512       啟發電,ROTC,,23,31,12,ID 28133327,TW0006512007,6512  啟發電,啟發電,GoMax
6514       F-芮特,OTC,,23,27,12,ID 42332136,KYG734231080,3491  昇達科技,F-芮特,RTI
6515       穎崴,UNPUB,,23,24,12,ID 13145774,TW0006515000,6515  穎崴,穎崴,WinWay
6516       勤崴,ROTC,,23,30,12,ID 28835663,TW0006516008,2412  中華電信集團,勤崴,Kingway
6517       保勝,ROTC,,23,26,12,ID 55174031,TW0006517006,3261  保勝光學,保勝,Baso
6518       康科特,ROTC,,17,22,12,ID 25029519,TW0006518004,6518  康科特,康科特,Concordmed
6519       煥德,UNPUB,,23,13,12,ID 53101132,TW0006519002,無,煥德,Adonit
6520       台動,PUB,,17,22,12,ID 53742349,TW0006520000,無,台動,Vetco
6521       金樺,ROTC,,17,22,12,ID 80625935,TW0006521008,4123  晟德集團,金樺,TPG
6523       達爾膚,ROTC,,17,22,12,ID 80167706,TW0006523004,6523  達爾膚,達爾膚,Dr.Wu
6525       F-捷敏,PUB,,23,13,12,ID 6525,,無,F-捷敏,F-GEM
6526       絡達,ROTC,,23,24,12,ID 12883169,TW0006526007,2454  聯發科集團,絡達,Airoha
6527       明達醫,ROTC,,17,22,12,ID 25057697,TW0006527005,2352  明基友達集團,明達醫,Crystalvue
6529       研鼎,ROTC,,23,30,12,ID 29044837,TW0006529001,3632  研勤,研鼎,GOLiFE
6530       創威,ROTC,,23,27,12,ID 13067290,TW0006530009,6530  創威,創威,Axcen
6531       愛普,ROTC,,23,24,12,ID 53503847,TW0006531007,6531  愛普,愛普,AP Memory
6532       瑞耘,ROTC,,23,24,12,ID 16394917,TW0006532005,6532  瑞耘,瑞耘,Calitech
6533       晶心科,ROTC,,23,24,12,ID 27638046,TW0006533003,2454  聯發科集團,晶心科,Andes
6534       正瀚,ROTC,,17,22,12,ID 54313303,TW0006534001,6534  正瀚,正瀚,CHBIO
6535       順藥,ROTC,,17,22,12,ID 12663974,TW0006535008,4123  晟德集團,順藥,Lumosa
6536       碩豐,ROTC,,23,30,12,ID 24231494,TW0006536006,8076  伍豐集團,碩豐,TIGA
6538       倉和,ROTC,,23,28,12,ID 84819223,TW0006538002,6538  倉和,倉和,Brave Screen
6539       翔宇,ROTC,,17,22,12,ID 53350764,TW0006539000,6539  翔宇,翔宇,UnicoCell
6540       F-喜康,ROTC,,17,22,12,ID 6540,KYG7863U1076,6540  喜康生技,F-喜康,JHL
6541       F-泰福,ROTC,,17,22,12,ID 24797816,KYG8676P1037,6541A 趙宇天家族,F-泰福,Tanvex
6542       隆中,ROTC,,32,32,12,ID 53114404,TW0006542004,6542  隆中,隆中,NPC
6543       普惠醫工,PUB,,17,22,12,ID 23243578,TW0006543002,無,普惠醫工,Perfect Medical
6545       擎力,ROTC,,23,24,12,ID 80661122,TW0006545007,6545  擎力,擎力,SYNC Power
6546       正基,ROTC,,23,27,12,ID 12673109,TW0006546005,4906  正文,正基,AMPAK
6547       基亞生,ROTC,,17,22,12,ID 53943057,TW0006547003,2390  云辰集團,基亞生,MVC
6548       長華科,ROTC,,23,26,12,ID 70849957,TW0006548001,3010  華立集團,長華科,CWTC
6549       景凱,ROTC,,17,22,12,ID 53394159,TW0006549009,6549  景凱,景凱,TaiwanJ
6550       F-PG,ROTC,,17,22,12,ID 24792045,KYG7171A1085,無,F-PG,Polaris
6551       必翔電,ROTC,,23,28,12,ID 16747270,TW0006551005,1729  必翔集團,必翔電,PHET
6552       易華電,ROTC,,23,24,12,ID 76025826,TW0006552003,3010  華立集團,易華電,JMC
6553       豐華,ROTC,,12,2,12,ID 29048989,TW0006553001,4123  晟德集團,豐華,GLAC
6554       F-冠科,ROTC,,17,22,12,ID 6554,KYG2568J1013,無,F-冠科,F-Crown
6555       榮炭,ROTC,,23,28,12,ID 24489613,TW0006555006,無,榮炭,LT
6556       勝品,ROTC,,23,26,12,ID 53184695,TW0006556004,3388  崇越電,勝品,Topview
6557       萬寶祿,PUB,,17,22,12,ID 80748970,TW0006557002,無,萬寶祿,One Power
6558       興能高,ROTC,,23,31,12,ID 97430131,TW0006558000,1216  統一集團,興能高,SYNST
6559       研晶,ROTC,,23,26,12,ID 27797183,TW0006559008,2382  廣達集團,研晶,HPL
6560       欣普羅,ROTC,,23,26,12,ID 70643081,TW0006560006,8281  歐普羅,欣普羅,ApproPho
6561       是方,PUB,,23,13,12,ID 86000036,TW0006561004,2412  中華電信集團,是方,Chief
6562       聯亞藥,ROTC,,17,22,12,ID 24626617,TW0006562002,無,聯亞藥,UBIP
6563       映智,PUB,,23,24,12,ID 53495662,TW0006563000,無,映智,IMD
6564       安特羅,PUB,,17,22,12,ID 54665910,TW0006564008,Z142  經濟部,安特羅,ENIM
6565       物聯,PUB,,23,13,12,ID 29045478,TW0006565005,無,物聯,TUTK
6566       創益,ROTC,,17,22,12,ID 53226196,TW0006566003,4123  晟德集團,創益,CYB
6567       生控,ROTC,,17,22,12,ID 53778660,TW0006567001,無,生控,TheVax
6568       宏觀,ROTC,,23,24,12,ID 28514260,TW0006568009,無,宏觀,Rafael Micro
6569       醫揚,ROTC,,17,22,12,ID 29135647,TW0006569007,2357  華碩集團,醫揚,Onyx
6570       維田,ROTC,,23,25,12,ID 27271130,TW0006570005,無,維田,Aplex
6572       博錸,ROTC,,17,22,12,ID 24489199,TW0006572001,無,博錸,PlexBio
6574       霈方,PUB,,17,22,12,ID 80281973,TW0006574007,無,霈方,Mikobeaute
6575       心悅,ROTC,,17,22,12,ID 54179072,TW0006575004,無,心悅,SyneuRx
6576       逸達,PUB,,17,22,12,ID 54165507,TW0006576002,無,逸達,Foresee
6577       勁豐,ROTC,,23,25,12,ID 70565509,TW0006577000,6189  豐藝,勁豐,PSC
6601       三益科,PUB,,15,5,12,ID 73005256,TW0006601008,6601  三益科,三益科,Sanyco
6602       伸昌電機,UNPUB,,15,63,12,ID 33779424,TW0006602006,6602  伸昌電機,伸昌電機,Shen Chang Electric
6603       富強鑫,OTC,,15,5,12,ID 86122164,TW0006603004,6603  富強鑫,富強鑫,Fu Chun Shin
6604       儒億,UNPUB,,15,5,12,ID 86928788,TW0006604002,1521  大億企業集團,儒億,Elitech
6605       帝寶,TSE,,15,5,12,ID 59347422,TW0006605009,6605  帝寶,帝寶,Depo
6606       建德,UNPUB,,15,5,12,ID 35309102,TW0006606007,6606  建德集團,建德,Kent
6607       福隆,UNPUB,,15,63,12,ID 73630027,TW0006607005,無,福隆,MDI
6608       慶鴻,PUB,,15,5,12,ID 52307500,TW0006608003,6608  慶鴻,慶鴻,CHMER
6609       瀧澤科,OTC,,15,5,12,ID 44549792,TW0006609001,6609  日本瀧澤鐵工,瀧澤科,Takisawa
6701       達和,UNPUB,,26,15,12,ID 12246681,TW0006701006,1101  台泥集團,達和,Ta-Ho Maritime
6702       興航,TSE,,26,15,12,ID 11719802,TW0006702004,2504  國產實業集團,興航,TNA
6803       崑鼎,OTC,,99,20,12,ID 70758512,TW0006803000,9933  中鼎工程集團,崑鼎,KD Holding
7401       聚陽光,GISA,,23,13,12,ID 53038835,TW0007401002,7401  聚陽光能,聚陽光,NEO
7402       邑錡,OTC,,23,26,12,ID 80538664,TW0007402000,3267  世訊,邑錡,Brinno
7403       方進化,GISA,,32,32,12,ID 53915778,TW0007403008,7403  方進化,方進化,Fevolution
7404       勝義,GISA,,23,30,12,ID 24457730,TW0007404006,7404  勝義,勝義,HyXen
7405       精呈,GISA,,99,20,12,ID 28123448,TW0007405003,7405  精呈科技,精呈,Excetek
7406       宇萌,GISA,,32,32,12,ID 29151337,TW0007406001,7406  宇萌,宇萌,ARPlanet
7407       京冠,GISA,,17,22,12,ID 13151374,TW0007407009,7407  京冠,京冠,KGbio
7408       旗津窯,GISA,,32,32,12,ID 27207721,TW0007408007,7408  旗津窯,旗津窯,Chichin
7409       微新,UNPUB,,99,98,12,ID 27680445,TW0007409005,7409  共享農業,微新,Wellness Top
7410       正能,GISA,,23,13,12,ID 24337102,TW0007410003,7410  正能光電,正能,LETC
7411       麥伯,UNPUB,,23,30,12,ID 24338242,TW0007411001,7411  麥伯,麥伯,MyBall
7412       生態綠,GISA,,99,98,12,ID 28646760,TW0007412009,7412  生態綠,生態綠,OKOGREEN
7413       多扶,GISA,,99,97,12,ID 24346046,TW0007413007,7413  多扶,多扶,DuoFu
7415       全球,GISA,,23,13,12,ID 28825784,TW0007415002,7415  全球定位,全球,x4gps
7416       錫安,GISA,,17,22,12,ID 53065641,TW0007416000,7416  錫安,錫安,Chinan
7418       漢田,UNPUB,,17,22,12,ID 28814153,TW0007418006,7418  漢田,漢田,Hantech
7419       達勝,GISA,,23,13,12,ID 27449349,TW0007419004,7419  達勝科技,達勝,MTC
7420       源星醫,GISA,,17,22,12,ID 27449663,TW0007420002,7420  源星生醫,源星醫,Ostar
7421       易宏,ROTC,,99,20,12,ID 53090439,TW0007421000,7421  易宏,易宏,Jenisa
7422       台隆,GISA,,23,13,12,ID 84399664,TW0007422008,7422  台隆節能,台隆,TAIRONE
7423       奇多比,GISA,,23,30,12,ID 25147699,TW0007423006,7423  奇多比,奇多比,Chidopi
7425       膳安,GISA,,99,20,12,ID 53766290,TW0007425001,3184  微邦,膳安,Shan An
7426       亞基科,GISA,,17,22,12,ID 70722557,TW0007426009,1779  亞洲基因,亞基科,AsiaGen
7427       華上醫,GISA,,17,22,12,ID 54179426,TW0007427007,7427  華上醫,華上醫,GNTBM
7428       戴維,GISA,,23,13,12,ID 28110957,TW0007428005,7428  戴維科技,戴維,Davidstar
7429       德瑪凱,GISA,,17,22,12,ID 53679269,TW0007429003,7429  德瑪凱,德瑪凱,DBI
7430       纖米,GISA,,99,98,12,ID 54006311,TW0007430001,7430  纖米,纖米,RiceATM
7431       健康,GISA,,32,32,12,ID 54321991,TW0007431009,7431  健康,健康,Everday Health
7432       易心,UNPUB,,23,13,12,ID 27880648,TW0007432007,7432  易心,易心,AStar
7433       昱程,GISA,,17,22,12,ID 28332872,TW0007433005,7433  昱程,昱程,LinkWin
7436       新奢華,GISA,,99,20,12,ID 28691455,TW0007436008,7436  新奢華,新奢華,Nu Lux
7437       穎新社,GISA,,32,32,12,ID 89439715,TW0007437006,7437  穎新社,穎新社,Inthink
7438       可堤,GISA,,32,32,12,ID 28188981,TW0007438004,7438  可堤,可堤,Cotti
7439       直興,GISA,,23,13,12,ID 23980842,TW0007439002,7439  直興,直興,Sunvalue
7440       圓融,UNPUB,,32,32,12,ID 54635091,TW0007440000,7440  圓融,圓融,YR Creative
7441       三艾,GISA,,17,22,12,ID 53124515,TW0007441008,7441  三艾,三艾,3I Health
7442       騰協醫,UNPUB,,17,22,12,ID 80200085,TW0007442006,7442  騰協生醫,騰協醫,Taiwan CareTech
7443       凡事康,ROTC,,99,20,12,ID 70401437,TW0007443004,7443  凡事康,凡事康,Fluxtek
7445       成春,GISA,,17,22,12,ID 28921338,TW0007445009,7445  成春,成春,Bespring
7446       巨微雲,GISA,,23,13,12,ID 24738423,TW0007446007,6270  倍微集團,巨微雲,Cloud KanTan
7447       粒線體,UNPUB,,17,22,12,ID 54795553,TW0007447005,7447  粒線體,粒線體,Taiwan Mitochondrion
7448       富鈞,GISA,,99,20,12,ID 16485970,TW0007448003,7448  富鈞,富鈞,Fenri
7449       元皓,GISA,,23,13,12,ID 24379192,TW0007449001,7449  元皓,元皓,Digisine
7450       那米亞,GISA,,99,98,12,ID 53599548,TW0007450009,7450  那米亞,那米亞,LFI
7451       頂豪,GISA,,17,22,12,ID 29147762,TW0007451007,7451  頂豪,頂豪,Metalware Technology
7452       乂迪生,GISA,,32,32,12,ID 28936959,TW0007452005,7452  乂迪生,乂迪生,Edison
7455       海峽,GISA,,23,13,12,ID 80503525,TW0007455008,7455  海峽,海峽,Dexatek
7456       好朋友,GISA,,23,30,12,ID 53766263,TW0007456006,7456  好朋友,好朋友,My Friends
7457       月太湛,GISA,,17,22,12,ID 24525907,TW0007457004,7457  月太湛,月太湛,Peptide Cham
7458       網迅雲,GISA,,32,32,12,ID 54116197,TW0007458002,7458  網迅雲,網迅雲,Memobook
7459       世發,GISA,,32,32,12,ID 16379916,TW0007459000,7459  世發,世發,Super-FAST
7460       天空,GISA,,23,13,12,ID 25018484,TW0007460008,7460  天空,天空,SKY-Tech
7462       安可爾,UNPUB,,23,13,12,ID 53100422,TW0007462004,7462  安可爾,安可爾,Anchor
7463       速得,GISA,,23,13,12,ID 27780253,TW0007463002,7463  速得,速得,Speeder
7465       民德,GISA,,17,22,12,ID 53507273,TW0007465007,7465  民德,民德,MDBT
7466       麗園,GISA,,99,98,12,ID 80590719,TW0007466005,7466  麗園,麗園,Li-Yuan
7467       桀苙,GISA,,32,32,12,ID 28910418,TW0007467003,7467  桀苙,桀苙,JL
7468       阿奇,GISA,,32,32,12,ID 24328862,TW0007468001,7468  阿奇,阿奇,ARCH88
7469       源隆,GISA,,23,13,12,ID 53869444,TW0007469009,7469  源隆,源隆,PowerWoW
7470       暵暘,GISA,,23,13,12,ID 54305802,TW0007470007,7470  暵暘,暵暘,EcoProSource
7471       高登,GISA,,23,13,12,ID 53786079,TW0007471005,2312  金寶電子集團,高登,Golden Smart Home
7472       吉時,GISA,,32,32,12,ID 53766854,TW0007472003,7472  吉時,吉時,Grand Vision
7475       穎世代,GISA,,32,32,12,ID 54095307,TW0007475B18,無,穎世代,Intelligent
7476       華譽,UNPUB,,23,13,12,ID 28390280,TW0007476B17,無,華譽,Verico
7477       艾弗式,GISA,,99,98,12,ID 54288705,TW0007477B16,7477  艾弗式,艾弗式,AFFS
7478       台創金,GISA,,32,32,12,ID 54563110,TW0007478B15,無,台創金,TMCM
7479       智能電,GISA,,23,13,12,ID 24753535,TW0007479B14,7479  智能電,智能電,SGrid
7480       華陶窯,GISA,,32,32,12,ID 22988992,TW0007480B11,無,華陶窯,Hwataoyao
7481       科宜,GISA,,17,22,12,ID 80496215,TW0007481B10,無,科宜,CLONE-E
7482       怡凌,GISA,,99,20,12,ID 12951790,TW0007482B19,無,怡凌,I.N.T.
7483       傑迪斯,GISA,,32,32,12,ID 53250879,TW0007483B18,無,傑迪斯,Jades
7485       福倫,GISA,,99,97,12,ID 31095184,TW0007485B16,無,福倫,Fu-Lun
7486       新漢方,GISA,,99,98,12,ID 27680304,TW0007486B15,無,新漢方,NCH Herbal
7487       同仁生,GISA,,17,22,12,ID 80193280,TW0007487B14,無,同仁生,TungJen Quantum
7488       神農,GISA,,99,97,12,ID 54749947,TW0007488B13,無,神農,TSSE
7489       智科,GISA,,17,22,12,ID 28668383,TW0007489B12,2576  敏盛醫控集團,智科,Smartcare
7490       樂群,GISA,,32,32,12,ID 28845395,TW0007490B19,無,樂群,Joy-Team
7491       車之輪,GISA,,99,20,12,ID 53631168,TW0007491B18,無,車之輪,Carch Land
7492       一等一,GISA,,23,13,12,ID 28293999,TW0007492B17,無,一等一,E-Excellence
7493       耀達,GISA,,23,13,12,ID 53054855,TW0007493B16,無,耀達,You Star
7495       淩雲,GISA,,23,13,12,ID 13025089,TW0007495B14,無,淩雲,Holo
7496       焌達,GISA,,99,98,12,ID 25139109,TW0007496B13,無,焌達,Taste
7497       卡訊,GISA,,23,13,12,ID 86057473,TW0007497B12,無,卡訊,BXB
7499       喜健康,GISA,,17,22,12,ID 24783550,TW0007499B10,無,喜健康,CJK
8002       資傳,UNPUB,,23,13,12,ID 12498172,TW0008002007,8002  資傳,資傳,The Infopro Group
8007       商合行,UNPUB,,23,13,12,ID 14093036,TW0008007006,8007  商合行,商合行,Saho
8008       建興電,UNPUB,,23,25,12,ID 16839221,TW0008008004,2301  光寶集團,建興電,Lite-On It
8009       昱昕,UNPUB,,23,13,12,ID 31307743,TW0008009002,2327  國巨集團,昱昕,Luxon Systems
8010       益和,UNPUB,,23,13,12,ID 84216124,TW0008010000,8010  益和,益和,Microtest
8011       台通,TSE,,23,27,12,ID 12362365,TW0008011008,8011  台通集團,台通,TTCC
8012       琭旦,UNPUB,,23,13,12,ID 55635787,TW0008012006,8012  琭旦,琭旦,Rodan
8014       宏廣,UNPUB,,23,13,12,ID 38430331,TW0008014002,8014  宏廣,宏廣,Wang Film
8015       愛迪亞,PUB,,23,13,12,ID 97178397,TW0008015009,8015  愛迪亞,愛迪亞,ICS
8016       矽創,TSE,,23,24,12,ID 86735240,TW0008016007,8016  矽創,矽創,Sitronix
8017       展茂,UNPUB,,23,13,12,ID 70773160,TW0008017005,2308  台達電子集團,展茂,Allied Material
8018       聖桑,UNPUB,,23,13,12,ID 23147174,TW0008018003,8018  聖桑,聖桑,Saint Song
8019       金山,UNPUB,,23,28,3,ID 11326406,TW0008019001,8019  金山,金山,GPIT
8020       如訊,UNPUB,,23,13,12,ID 23894179,TW0008020009,8020  如訊,如訊,Lectron
8021       尖點,TSE,,23,31,12,ID 96912835,TW0008021007,8021  尖點,尖點,Topoint Tech
8022       正航,PUB,,23,13,12,ID 23736165,TW0008022005,8022  正航,正航,Chi Hang
8023       偉電科技,UNPUB,,23,13,12,ID 22857680,TW0008023003,8023  偉電科技,偉電科技,Emit Tech
8024       佑華,OTC,,23,24,12,ID 86806602,TW0008024001,8024  佑華,佑華,Alpha Micro
8025       豐島,UNPUB,,23,13,12,ID 22453441,TW0008025008,8025  豐島集團,豐島,Toyoshima
8026       康和資,UNPUB,,23,30,12,ID 12403534,TW0008026006,2343  精業集團,康和資,Concord
8027       鈦昇,OTC,,15,5,12,ID 22101002,TW0008027004,8027  鈦昇,鈦昇,E&R
8028       昇陽半,ROTC,,23,24,12,ID 84149884,TW0008028002,8028  昇陽,昇陽半,Phoenix Silicon
8029       久尹,PUB,,23,26,12,ID 04717913,TW0008029000,8029  久尹,久尹,Joyin
8030       基丞,UNPUB,,15,5,12,ID 04822730,TW0008030008,8030  基丞,基丞,Ki Giant
8031       鉅業,UNPUB,,23,13,12,ID 22359537,TW0008031006,8031  鉅業,鉅業,Datatec
8032       光菱,OTC,,23,29,12,ID 22626725,TW0008032004,8032  光菱集團,光菱,Koryo
8033       雷虎,TSE,,99,20,12,ID 52541175,TW0008033002,8033  雷虎,雷虎,Thunder Tiger
8034       榮群,OTC,,23,27,12,ID 86001464,TW0008034000,S0873 南訊企業集團,榮群,Opnet
8035       聯測,UNPUB,,23,13,12,ID 84149456,TW0008035007,2359  所羅門集團,聯測,UTC
8036       光華,UNPUB,,23,31,12,ID 22099370,TW0008036005,8036  光華,光華,Sinonar
8037       聖立,UNPUB,,23,13,12,ID 84925625,TW0008037003,5351  鈺創集團,聖立,TTI
8038       長園科,OTC,,23,28,12,ID 16207745,TW0008038001,8038  長園科技,長園科,CAEC
8039       台虹,TSE,,23,28,12,ID 16198345,TW0008039009,8039  台虹,台虹,Taiflex
8040       九暘,OTC,,23,24,12,ID 16069953,TW0008040007,8040  九暘電,九暘,IC+
8041       東精電,ROTC,,15,5,12,ID 16439631,TW0008041005,1504  東元電機集團,東精電,Teco Electro
8042       金山電,OTC,,23,28,12,ID 03550210,TW0008042003,8042  金山電,金山電,Chinsan
8043       蜜望實,OTC,,23,28,12,ID 23310983,TW0008043001,8043  蜜望實集團,蜜望實,Honey Hope Honesty
8044       網家,OTC,,23,30,12,ID 16606102,TW0008044009,8044  網路家庭,網家,PChome Online
8045       達運光電,PUB,,23,27,12,ID 86880449,TW0008045006,8045  達運,達運光電,Twoway
8046       南電,TSE,,23,28,12,ID 16096804,TW0008046004,1301  台塑集團,南電,N.P.C.
8047       星雲,OTC,,23,31,12,ID 23360202,TW0008047002,8047  星雲,星雲,Great Computer
8048       德勝,OTC,,23,27,12,ID 05094603,TW0008048000,8048  首席集團,德勝,Ruby Tech
8049       晶采,OTC,,23,26,12,ID 16440433,TW0008049008,8049  晶采,晶采,Ampire
8050       廣積,OTC,,23,25,12,ID 70479315,TW0008050006,8050  廣積集團,廣積,Ibase
8051       文中,UNPUB,,23,13,12,ID 12563089,TW0008051004,8051  文中,文中,Winton System
8052       台腦,UNPUB,,23,13,12,ID 11819318,TW0008052002,2404  漢唐集團,台腦,TEDPC
8053       巨擘,OTC,,23,26,12,ID 47255904,TW0008053000,8053  巨擘科技集團,巨擘,Princo
8054       安國,OTC,,23,24,12,ID 70455720,TW0008054008,8054A 安國經理人,安國,Alcor Micro
8055       大紘,UNPUB,,23,13,12,ID 96869416,TW0008055005,2530  華建集團,大紘,Airwave
8056       達鴻,PUB,,23,26,12,ID 84706109,TW0008056003,3673  TPK集團,達鴻,Cando
8057       太和,UNPUB,,23,13,12,ID 84149651,TW0008057001,2304  誠洲集團,太和,Key Tech.
8058       耐特,UNPUB,,23,13,12,ID 22911832,TW0008058009,8058  耐特,耐特,Nytex
8059       凱碩,OTC,,23,27,12,ID 16631735,TW0008059007,1604  新寶集團,凱碩,CTI
8060       力竑,UNPUB,,23,25,12,ID 86148468,TW0008060005,8060  力竑,力竑,LifeView
8061       東聖科,UNPUB,,23,13,12,ID 22406721,TW0008061003,8061  東聖科,東聖科,Surecom
8062       冠宇,UNPUB,,23,13,12,ID 04590577,TW0008062001,8062  冠宇,冠宇,Kylink
8063       永剛,UNPUB,,23,13,12,ID 86120102,TW0008063009,5318  佳鼎集團,永剛,ECI
8064       東捷,OTC,,23,26,12,ID 16491312,TW0008064007,4526  東台集團,東捷,Contrel
8065       天瑞,ROTC,,23,28,12,ID 22196062,TW0008065004,8065  天瑞,天瑞,Tennrich
8066       來思達　,OTC,,29,18,12,ID 84149821,TW0008066002,8066C 來思達國際,來思達　,Lifestyle
8067       志旭,OTC,,23,29,12,ID 23286631,TW0008067000,8067  志旭國際,志旭,Gish Int
8068       全達,OTC,,23,29,12,ID 16003714,TW0008068008,2388  威盛集團,全達,Chander
8069       元太,OTC,,23,26,12,ID 22099890,TW0008069006,1907  永豐餘集團,元太,E Ink Holdings
8070       長華,TSE,,23,29,12,ID 23307811,TW0008070004,3010  華立集團,長華,Chang Wah
8071       能率豐,OTC,,23,28,12,ID 84415355,TW0008071002,2374  能率集團,能率豐,Abico Fs
8072       陞泰,TSE,,23,26,12,ID 97092770,TW0008072000,8072  陞泰,陞泰,AV Tech
8073       晶捷,UNPUB,,23,13,12,ID 70462335,TW0008073008,3635  晶量,晶捷,MRT
8074       鉅橡,OTC,,23,28,12,ID 96865657,TW0008074006,8074  鉅橡,鉅橡,Aurona
8075       友冠,UNPUB,,23,13,12,ID 16160333,TW0008075003,2332  友訊集團,友冠,Datex
8076       伍豐,OTC,,23,25,12,ID 89961466,TW0008076001,8076  伍豐集團,伍豐,Firich
8077       洛碁,OTC,,23,26,12,ID 89211393,TW0008077009,8077A 一源投資,洛碁,Green World Hotels
8078       華寶,UNPUB,,23,27,12,ID 16836505,TW0008078007,2312  金寶電子集團,華寶,Compal Comm.
8079       誠遠,OTC,,23,24,12,ID 86567588,TW0008079005,8079  誠遠,誠遠,Test-Serv Inc.
8080       奧斯特,OTC,,23,28,12,ID 84492351,TW0008080003,8080A 興恆投資,奧斯特,Taiwan Ostor
8081       致新,TSE,,23,24,12,ID 84149723,TW0008081001,8081  致新,致新,Global Mixed-Mode
8082       漢承泰,OTC,,23,27,12,ID 84611899,TW0008082009,2109  華豐集團,漢承泰,Astral Epoch
8083       瑞穎,OTC,,15,5,12,ID 16264415,TW0008083007,8083  瑞穎,瑞穎,Pro-Hawk
8084       巨虹,OTC,,23,29,12,ID 84630087,TW0008084005,8084  巨虹,巨虹,Chip Hope
8085       福華,OTC,,23,31,12,ID 11825450,TW0008085002,2371  大同集團,福華,Forward
8086       宏捷科,OTC,,23,24,12,ID 16130423,TW0008086000,8086  宏捷科技,宏捷科,AWSC
8087       華鎂鑫,OTC,,23,26,12,ID 16203494,TW0008087008,8087A 華鈦投資,華鎂鑫,HM
8088       品安,OTC,,23,24,12,ID 84750054,TW0008088006,8088  品安科技,品安,PanRam
8089       康全,PUB,,23,13,12,ID 23727877,TW0008089004,4907A 福聚德集團,康全,Comtrend
8090       達隆,UNPUB,,23,13,12,ID 96880741,TW0008090002,8090  達隆,達隆,Datech
8091       翔名,OTC,,23,28,12,ID 86436593,TW0008091000,8091  翔名,翔名,FeedBack
8092       建暐,OTC,,23,31,12,ID 76470282,TW0008092008,8092  建暐,建暐,Chien Wei
8093       保銳,OTC,,23,28,12,ID 23725553,TW0008093006,8093  保銳,保銳,Enermax
8094       卓立,UNPUB,,23,27,12,ID 84289809,TW0008094004,8094  卓立,卓立,D-Net
8095       新虹科,UNPUB,,23,13,12,ID 16213535,TW0008095001,8269  新普精密光學,新虹科,Skanhex
8096       擎亞,OTC,,23,29,12,ID 16099112,TW0008096009,S3110 三星電子集團,擎亞,CoAsia
8097       常珵,OTC,,23,27,12,ID 22206879,TW0008097007,8097A 常珵,常珵,ATW Technology
