排    行    榜 -- 最近期,,,,,,,,,,
,,,,,,,,,,
,市場別,證期會,TEJ 產業別,交易所,會計,統一編號,國際證券,集團名,公司中文簡稱,公司英文簡稱
,,代碼,,產業別,月份,,編號,,,
,,,,,,,,,,
2549       遠揚建設,PUB,,25,14,12,ID 36538005,TW0002549003,1402  遠東集團,遠揚建設,Far Eastern Cons.
2553       啟阜,UNPUB,,25,14,12,ID 20625307,TW0002553005,2522  啟阜企業集團,啟阜,Chief Const.
2557       泛亞工程,PUB,,25,14,12,ID 11367406,TW0002557006,2901  退輔會集團,泛亞工程,PAC
2566       復木,UNPUB,,25,14,12,ID 03439808,TW0002566007,無,復木,Fu Shing Mfg & Lumbe
2568       世正開發,PUB,,25,14,12,ID 86386622,TW0002568003,1504  東元電機集團,世正開發,C.D.C
2569       開立,UNPUB,,15,5,12,ID 18926741,TW0002569001,2569  開立集團,開立,Kailay Eng
2572       大棟,UNPUB,,25,14,12,ID 40546055,TW0002572005,2572  大棟,大棟,Big Beam
2573       東峰建設,UNPUB,,25,14,12,ID 52933566,TW0002573003,2573  東峰建設,東峰建設,Dong Feng Cons.
2577       亞昕,UNPUB,,25,14,12,ID 84357284,TW0002577004,2577  亞昕集團,亞昕,Yea Shin
2579       鈺通營造,PUB,,25,14,12,ID 22298292,TW0002579000,2579  鈺通營造,鈺通營造,Yuh-Tung Cons.
2580       遠揚營造,PUB,,25,14,12,ID 05117325,TW0002580008,1402  遠東集團,遠揚營造,Far Eastern General
2584       利晉工程,PUB,,25,14,12,ID 43131208,TW0002584000,2584  利晉工程,利晉工程,Li Jin Eng.
2589       承隆智能,PUB,,25,14,12,ID 22705087,TW0002589009,2589  承隆營造,承隆智能,C.L.I.E
2591       高逸,UNPUB,,23,31,12,ID 21252591,TW0002591005,2591  高逸,高逸,Go-In
2592       志品科,UNPUB,,99,20,12,ID 12505265,TW0002592003,2592  志品科集團,志品科,Cotech
2594       德利,UNPUB,,25,14,12,ID 22419042,TW0002594009,5513  德利開發,德利,D-Life Development
2595       安家國際,UNPUB,,25,14,12,ID 23009622,TW0002595006,2595  安家國際,安家國際,ANJIA
2596       綠意,OTC,,25,14,12,ID 12860948,TW0002596004,2596  綠意,綠意,Realy
2597       潤弘,TSE,,25,14,12,ID 66394146,TW0002597002,2915  潤泰集團,潤弘,REC
2599       樂揚,ROTC,,25,14,12,ID 84271110,TW0002599008,2599  樂揚建設,樂揚,Le Young
2601       益航,TSE,,29,18,12,ID 03353007,TW0002601002,2601  益航,益航,First Steamship
2603       長榮,TSE,,26,15,12,ID 11337775,TW0002603008,2603  長榮集團,長榮,Evergreen Marine
2604       立榮,UNPUB,,26,15,12,ID 12508880,TW0002604006,2603  長榮集團,立榮,Uniglory Marine
2605       新興,TSE,,26,15,12,ID 11812103,TW0002605003,2605  新興,新興,Sincere Navigation
2606       裕民,TSE,,26,15,12,ID 47067419,TW0002606001,1402  遠東集團,裕民,U-Ming Marine
2607       榮運,TSE,,26,15,12,ID 04406559,TW0002607009,2603  長榮集團,榮運,EITC
2608       大榮,TSE,,26,15,12,ID 51015548,TW0002608007,2608A 港商嘉里集團,大榮,Kerry TJ
2609       陽明,TSE,,26,15,12,ID 04200199,TW0002609005,2609  陽明集團,陽明,Yang Ming Marine
2610       華航,TSE,,26,15,12,ID 11145904,TW0002610003,2610  中華航空集團,華航,China Airlines
2611       志信,TSE,,26,15,12,ID 33853232,TW0002611001,2550  德安開發集團,志信,Tze Shin
2612       中航,TSE,,26,15,12,ID 43778070,TW0002612009,9912  中航偉聯集團,中航,CMT
2613       中櫃,TSE,,26,15,12,ID 39014517,TW0002613007,2613  大同通運集團,中櫃,China Container
2614       東森,TSE,,29,18,12,ID 04964250,TW0002614005,9801  力霸東森集團,東森,Eastern Media Intl
2615       萬海,TSE,,26,15,12,ID 11395000,TW0002615002,1903  士林紙業集團,萬海,Wan Hai Lines
2616       山隆,TSE,,97,23,12,ID 33983853,TW0002616000,1904  正隆集團,山隆,Shan-Loong
2617       台航,TSE,,26,15,12,ID 03564713,TW0002617008,Z1263 交通部,台航,Taiwan Navigation
2618       長榮航,TSE,,26,15,12,ID 23225229,TW0002618006,2603  長榮集團,長榮航,EVA Airways
2619       新竹物流,PUB,,26,15,12,ID 46480100,TW0002619004,1503  仰德集團,新竹物流,HCT
2621       立榮航空,PUB,,26,15,12,ID 22958771,TW0002621000,2603  長榮集團,立榮航空,UNI Airways
2622       東源物,UNPUB,,26,15,12,ID 33916996,TW0002622008,1604  新寶集團,東源物,Amigo Logistic
2626       凌天,UNPUB,,26,15,12,ID 89883666,TW0002626009,2626  凌天,凌天,EPAIR
2628       正利,UNPUB,,26,15,12,ID 79080581,TW0002628005,2628A 法商CMA,正利,Cheng Lie Navigation
2630       亞洲航空,PUB,,26,15,12,ID 11381701,TW0002630001,Z142  經濟部,亞洲航空,AACL
2633       高鐵,ROTC,,26,15,12,ID 16446274,TW0002633005,Z1263 交通部,高鐵,THSRC
2634       漢翔,TSE,,26,15,12,ID 97160544,TW0002634003,Z142  經濟部,漢翔,AIDC
2635       中興航空,UNPUB,,26,15,12,ID 86396810,TW0002635000,2635A 美奧,中興航空,Sunrise Airlines
2636       台驊,OTC,,26,15,12,ID 22358734,TW0002636008,2636  台驊,台驊,T3EX
2637       F-慧洋,TSE,,26,15,12,ID 25637751,KYG9721M1033,5608  四維航運集團,F-慧洋,Wisdom
2639       光明海,PUB,,26,15,12,ID 23738446,TW0002639002,2609  陽明集團,光明海,Kuang Ming Shipping
2640       大車隊,OTC,,99,20,12,ID 27767961,TW0002640000,6295  全虹集團,大車隊,Taiwan Taxi
2641       正德,OTC,,26,15,12,ID 16467798,TW0002641008,2641  正德海運,正德,Franbo Lines
2642       宅配通,TSE,,26,15,12,ID 70624227,TW0002642006,1504  東元電機集團,宅配通,Pelican
2643       捷迅,OTC,,26,15,12,ID 12479610,TW0002643004,2643  捷迅,捷迅,Soonest
2701       萬企,TSE,,27,16,12,ID 15415013,TW0002701000,2701  萬華企業集團,萬企,Wan Hwa
2702       華園,TSE,,27,16,12,ID 75560601,TW0002702008,2702  華園飯店,華園,Hotel Holiday Garden
2704       國賓,TSE,,27,16,12,ID 11636802,TW0002704004,1503  仰德集團,國賓,Ambassador Hotel
2705       六福,TSE,,27,16,12,ID 11081274,TW0002705001,2705  六福開發,六福,Leofoo
2706       第一店,TSE,,27,16,12,ID 11587957,TW0002706009,2701  萬華企業集團,第一店,First Hotel
2707       晶華,TSE,,27,16,12,ID 04268726,TW0002707007,2707  晶華集團,晶華,Formosa Intl Hotels
2711       凱撒飯店,PUB,,27,16,12,ID 12499670,TW0002711009,2540  宏國集團,凱撒飯店,Caesar Park Hotel
2712       遠雄來,TSE,,27,16,12,ID 23986016,TW0002712007,5522  遠雄集團,遠雄來,FGH
2714       華國,UNPUB,,27,16,12,ID 11690903,TW0002714003,2703  華國飯店,華國,Imperial Hotel
2716       長榮國際,PUB,,99,16,12,ID 12508713,TW0002716008,2603  長榮集團,長榮國際,Evergreen Int'l
2717       易遊網,UNPUB,,27,16,12,ID 70472137,TW0002717006,2717  易遊網,易遊網,EZ Travel
2718       晶悅,OTC,,27,16,12,ID 12198180,TW0002718004,9946A 名發建設集團,晶悅,PH
2719       燦星旅,OTC,,27,16,12,ID 80355209,TW0002719002,2430  燦坤企業集團,燦星旅,Star Travel
2720       和昇,ROTC,,27,16,12,ID 28174699,TW0002720000,2720  和昇休閒開發,和昇,Sunrise
2721       F-楷捷,ROTC,,27,16,12,ID 28975066,KYG521031016,2721  楷捷,F-楷捷,Kai Chieh
2722       夏都,TSE,,27,16,12,ID 89434676,TW0002722006,Z312  嘉績企業集團,夏都,Chateau
2723       F-美食,TSE,,27,16,12,ID 39682101,KYG4002A1004,2723  85度C,F-美食,Gourmet
2724       F-富驛,OTC,,27,16,12,ID 28982799,KYG3704Y1017,2006  東和鋼鐵集團,F-富驛,FX Hotels
2726       F-雅茗,OTC,,27,16,12,ID 38634004,KYG988361021,2726  雅茗天地,F-雅茗,Yummy Town
2727       王品,TSE,,27,16,12,ID 84630426,TW0002727005,2727  王品牛排,王品,Wowprime
2728       小人國,UNPUB,,27,16,12,ID 07682557,TW0002728003,2728  小人國,小人國,WOC
2729       瓦城,OTC,,27,16,12,ID 70843031,TW0002729001,2729  瓦城泰統,瓦城,TTFB
2730       美麗信,ROTC,,27,16,12,ID 80674294,TW0002730009,2550  德安開發集團,美麗信,Miramar Hotel
2731       雄獅,TSE,,27,16,12,ID 04655091,TW0002731007,2731  雄獅,雄獅,Liontravel
2732       六角,OTC,,27,16,12,ID 80671769,TW0002732005,2732  六角,六角,La Kaffa
2733       維格,ROTC,,27,16,12,ID 80490319,TW0002733003,2733  維格,維格,Vigor Kobo
2734       易飛網,OTC,,27,16,12,ID 70464468,TW0002734001,2734  易飛網,易飛網,Ezfly
2735       鄉村,PUB,,27,16,12,ID 80664063,TW0002735008,2735  上海鄉村,鄉村,Village
2736       高野,OTC,,27,16,12,ID 29129201,TW0002736006,2736  高野,高野,Hoya
2738       F-MHG,ROTC,,27,16,12,ID 54382096,KYG5793A1004,2738  曼哈頓酒店,F-MHG,F-MHG
2739       寒舍,ROTC,,27,16,12,ID 70471881,TW0002739000,2739  寒舍,寒舍,MHH
2740       天蔥,OTC,,27,16,12,ID 28581041,TW0002740008,2740  天母洋蔥,天蔥,Mr. Onion
2741       老四川,ROTC,,27,16,12,ID 28836494,TW0002741006,2741  老四川,老四川,Oldsichuan
2743       山富,ROTC,,27,16,12,ID 22888987,TW0002743002,2743  山富旅遊,山富,Richmond
2745       五福,ROTC,,27,16,12,ID 22835878,TW0002745007,2745  五福,五福,Life Travel
2748       雲品,ROTC,,27,16,12,ID 54023418,TW0002748001,1101  台泥集團,雲品,FDC
2801       彰銀,TSE,,28,17,12,ID 51811609,TW0002801008,Z1266 財政部,彰銀,Chang Hwa Bank
2807       渣打銀行,PUB,,28,17,12,ID 46479103,TW0002807005,28771 渣打銀行集團,渣打銀行,SCBTL
2809       京城銀,TSE,,28,17,12,ID 68921101,TW0002809001,2524  京城集團,京城銀,KTB
280992     保誠人壽,UNPUB,,28,17,12,ID 03358805,,2891  中信集團,保誠人壽,PCA Life
2810       高企,UNPUB,283520,28,17,12,ID 79364406,TW0002810009,2884  玉山銀集團,高企,Kaohsiung Busi. Bank
2811       東企,UNPUB,,28,17,12,ID 93398407,TW0002811007,28782 荷蘭銀行集團,東企,Taitung Bank
2812       台中銀,TSE,,28,17,12,ID 51816908,TW0002812005,1718  中纖集團,台中銀,Taichung Bank
2816       旺旺保,TSE,,28,17,12,ID 03110001,TW0002816006,9151  旺旺集團,旺旺保,Union Ins.
2820       華票,TSE,,28,17,12,ID 12198359,TW0002820008,2897  臺灣工銀集團,華票,China Bills Finance
2823       中壽,TSE,,28,17,12,ID 03434016,TW0002823002,2891  中信集團,中壽,China Life Insurance
2825       美亞產險,UNPUB,,28,17,12,ID 11099303,TW0002825007,28970 AIG集團,美亞產險,AIG Taiwan Insurance
2827       中聯,UNPUB,,28,17,12,ID 03109519,TW0002827003,Z1266 財政部,中聯,CUTICO
2831       中華銀行,UNPUB,,28,17,12,ID 86380710,TW0002831005,28770 匯豐集團,中華銀行,The Chinese Bank
2832       台產,TSE,,28,17,12,ID 03557115,TW0002832003,2832  領航建設,台產,TFMI
2833       台壽,PUB,,28,17,12,ID 03557017,TW0002833001,2514  龍邦集團,台壽,Taiwan Life Ins.
2834       臺企銀,TSE,,28,17,12,ID 03793407,TW0002834009,Z1266 財政部,臺企銀,Taiwan Business Bank
2836       高雄銀,TSE,,28,17,12,ID 79854797,TW0002836004,2836  高雄銀行,高雄銀,Bank of Kaohsiung
2837       凱基銀行,PUB,,28,17,12,ID 86517321,TW0002837002,2883  開發金控集團,凱基銀行,KGIB
2838       聯邦銀,TSE,,28,17,12,ID 86380802,TW0002838000,2838  聯邦企業集團,聯邦銀,Union Bank Of Taiwan
2841       台開,TSE,,25,14,12,ID 03701104,TW0002841004,8318  年代集團,台開,TLDC
2845       遠東銀,TSE,,28,17,12,ID 86517096,TW0002845005,1402  遠東集團,遠東銀,Far Eastern Bank
2846       中興銀,UNPUB,280906,28,17,12,ID 86518709,TW0002846003,2838  聯邦企業集團,中興銀,Chung Shing Bank
2847       大眾銀,TSE,,28,17,12,ID 86521079,TW0002847001,Z2657 卡萊爾集團,大眾銀,TC bank
2848       華南保,PUB,,28,17,12,ID 03415101,TW0002848009,2880  華南金控集團,華南保,South China Insu.
2849       安泰銀,TSE,,28,17,12,ID 86928561,TW0002849007,2849A 隆力PE Fund,安泰銀,EnTie Bank
2850       新產,TSE,,28,17,12,ID 03458403,TW0002850005,1409  新光集團,新產,SK Insurance
2851       中再保,TSE,,28,17,12,ID 11081991,TW0002851003,2603  長榮集團,中再保,Central Reinsurance
2852       第一保,TSE,,28,17,12,ID 03359109,TW0002852001,2852  第一保集團,第一保,First Insurance
2855       統一證,TSE,,30,17,12,ID 23218183,TW0002855004,1216  統一集團,統一證,President Securities
2856       元富證,TSE,,30,17,12,ID 23357868,TW0002856002,1409  新光集團,元富證,Master Link
2857       慶豐銀行,UNPUB,,28,17,12,ID 03373221,TW0002857000,2857  慶豐集團,慶豐銀行,Chinfon Bank
2858       中租迪和,PUB,,99,17,12,ID 05072925,TW0002858008,2891  中信集團,中租迪和,Chailease Finance
2859       明台產險,UNPUB,,28,17,12,ID 07192904,TW0002859006,28761 三井住友集團,明台產險,Mingtai Insurance
2861       華山保險,UNPUB,,28,17,12,ID 03065006,TW0002861002,28991 霧峰林家集團,華山保險,Walsun Insurance
2863       泰安產險,PUB,,28,17,12,ID 03336704,TW0002863008,1903  士林紙業集團,泰安產險,Taian Insurance
2865       國寶人壽,UNPUB,,28,17,12,ID 84443275,TW0002865003,2865  國寶集團,國寶人壽,Global Life
2867       三商壽,TSE,,28,17,12,ID 84443471,TW0002867009,2905  三商行集團,三商壽,Mercuries Life
2869       Ｄ富邦人壽,UNPUB,,28,17,12,ID 84442867,TW0002869005,2881  富邦集團,Ｄ富邦人壽,Fubon Life
2870       朝陽人壽,UNPUB,,28,17,12,ID 84446202,TW0002870003,2518  長億集團,朝陽人壽,CY Life
2872       台灣票券,PUB,,28,17,12,ID 89396292,TW0002872009,9151  旺旺集團,台灣票券,Taiwan Finance
2873       大中票券,PUB,,28,17,12,ID 89391748,TW0002873007,1402  遠東集團,大中票券,Dah Chung Bills
2874       萬通票券,PUB,,28,17,12,ID 89398334,TW0002874005,1440  台南幫集團,萬通票券,Grand Bills
28741      國際康健人壽,UNPUB,,28,,12,ID 53023050,,無,國際康健人壽,CIGNA
28742      西班牙對外銀,UNPUB,,28,,12,ID 53020997,,無,西班牙對外銀,Banco Bilbao
28744      合作金庫人壽,UNPUB,,28,,12,ID 28990860,,5880  合庫金控集團,合作金庫人壽,BNP Paribas Assuranc
28745      美商聯邦產險,UNPUB,,28,,12,ID 22419768,,無,美商聯邦產險,Federal Ins. Co.
28747      科法斯產險,UNPUB,,28,,12,ID 28437399,,無,科法斯產險,Compagine Francaise
2875       幸福人壽,UNPUB,,28,17,12,ID 84307546,TW0002875002,2875A 億大集團,幸福人壽,Singfor life
28750      瑞士信貸銀,UNPUB,,28,,12,ID 28750,,無,瑞士信貸銀,Credit Suisse
28751      保德信人壽,UNPUB,,28,,12,ID 70789634,,無,保德信人壽,Prudential Life
28753      匯豐人壽,UNPUB,,28,27,12,ID 28411980,,無,匯豐人壽,HSBC Life
28754      星展銀行,UNPUB,,28,,12,ID 12429035,,28754 星展銀行,星展銀行,DBS Bank
28759      法國興業銀行,UNPUB,,28,,12,ID 12278156,,無,法國興業銀行,Societe Generale
2876       宏泰人壽,PUB,,28,17,12,ID 84894313,TW0002876000,2849  宏泰集團,宏泰人壽,HonTai Life
28761      日商三井住友,UNPUB,,28,,3,ID 70825596,,28761 三井住友集團,日商三井住友,Sumitomo Mitsui Bank
28763      三菱東京日聯,UNPUB,,28,,12,ID 96974352,,無,三菱東京日聯,Tokyo-Mitsubishi UFJ
28764      美商富國銀行,UNPUB,,28,,12,ID 86925184,,28764 美商富國銀行,美商富國銀行,First Union National
28765      澳盛銀行,UNPUB,,28,,9,ID 22660271,,無,澳盛銀行,"ANZ Bank, Taipei"
28766      荷商安智銀行,UNPUB,,28,,12,ID 86122299,,28782 荷蘭銀行集團,荷商安智銀行,ING Bank N.V.
28768      加商豐業銀行,UNPUB,,28,,10,ID 23638431,,無,加商豐業銀行,The Bank of Nova
28769      法國巴黎銀行,UNPUB,,28,,12,ID 21222871,,無,法國巴黎銀行,BNP Paribas Taiwan
2877       國泰產險,PUB,,28,17,12,ID 84445772,TW0002877008,2882  霖園集團,國泰產險,Cathay Ins.
28771      英商渣打銀行,UNPUB,,28,,12,ID 12541826,,28771 渣打銀行集團,英商渣打銀行,Standard Chartered
28772      斐商標準銀行,UNPUB,,28,,12,ID 23220821,,無,斐商標準銀行,Standard Bank of SA
28773      東方匯理銀行,UNPUB,,28,,12,ID 22766133,,無,東方匯理銀行,Calyon
28774      新加坡華僑銀,UNPUB,,28,,12,ID 16431286,,無,新加坡華僑銀,Oversea-Chinese BK
28777      富通銀行,UNPUB,,28,,12,ID 16089727,,無,富通銀行,"Fortis Bank, N.V."
28778      JP銀行,UNPUB,,28,,12,ID 86687633,,無,JP銀行,JP Morgan Chase Bank
28779      東亞銀行,UNPUB,,28,,12,ID 97172886,,無,東亞銀行,Bank of East-Asia
2878       聯邦票券,UNPUB,,28,17,12,ID 89398600,TW0002878006,2838  聯邦企業集團,聯邦票券,Union Bills
28782      荷商荷蘭銀行,UNPUB,,28,,12,ID 84254484,,30140 蘇皇集團,荷商荷蘭銀行,ABN AMRO Bank
28785      美商道富銀行,UNPUB,,28,,12,ID 89406854,,無,美商道富銀行,State Street Bank
28786      新加坡大華銀,UNPUB,,28,,12,ID 89398165,,無,新加坡大華銀,United Overseas Bank
28787      紐約梅隆銀行,UNPUB,,28,,12,ID 03304914,,無,紐約梅隆銀行,Bank of N.Y. Mellon
28788      菲商首都銀行,UNPUB,,28,,12,ID 03414927,,無,菲商首都銀行,Metropolital Bank
28790      泰國盤谷銀行,UNPUB,,28,,12,ID 03732107,,無,泰國盤谷銀行,Bangkok Bank
28792      美商花旗銀行,UNPUB,,28,,12,ID 03307406,,28792 花旗集團,美商花旗銀行,Citibank N.A.
28793      日商瑞穗銀行,UNPUB,,28,,12,ID 96978630,,28793 日商瑞穗銀行,日商瑞穗銀行,"Mizuho Bank, Ltd."
28794      安達保險,UNPUB,,28,,12,ID 70824668,,無,安達保險,ACE American Ins.
28795      巴黎產險,UNPUB,,28,,12,ID 70777617,,無,巴黎產險,CARD
28796      瑞士銀行,UNPUB,,28,17,12,ID 86120855,,31959 UBS集團,瑞士銀行,UBS
28797      比利時聯合銀,UNPUB,,28,17,12,ID 84897178,,無,比利時聯合銀,KBC Bank N.V.
2880       華南金,TSE,,28,17,12,ID 70826764,TW0002880002,2880  華南金控集團,華南金,Hua Nan FHC
2881       富邦金,TSE,,28,17,12,ID 03374805,TW0002881000,2881  富邦集團,富邦金,Fubon FHC
28813      三井住友海上,UNPUB,,28,17,12,ID 16838399,,28761 三井住友集團,三井住友海上,Mitsui Marine
28815      新安東京海上,UNPUB,,28,17,12,ID 16834703,,2201  裕隆集團,新安東京海上,Tokio Marine Newa
2882       國泰金,TSE,,28,17,12,ID 70827406,TW0002882008,2882  霖園集團,國泰金,Cathay Holdings
2883       開發金,TSE,,28,17,12,ID 70827383,TW0002883006,2883  開發金控集團,開發金,China Deve. FHC
2884       玉山金,TSE,,28,17,12,ID 70796305,TW0002884004,2884  玉山銀集團,玉山金,E.S.F.H
2885       元大金,TSE,,28,17,12,ID 70796749,TW0002885001,6004  元大集團,元大金,Yuanta Group
2886       兆豐金,TSE,,28,17,12,ID 70796754,TW0002886009,2886  兆豐金控集團,兆豐金,Mega FHC
28869      法國巴黎人壽,UNPUB,,28,17,12,ID 16094897,,無,法國巴黎人壽,Cardif Assurance Vie
2887       台新金,TSE,,28,17,12,ID 80328055,TW0002887007,1409  新光集團,台新金,Taishin FHC
28878      亞洲保險,UNPUB,,28,17,12,ID 97161071,,28878 亞洲保險,亞洲保險,Asia Insurance TW
2888       新光金,TSE,,28,17,12,ID 80328219,TW0002888005,1409  新光集團,新光金,Shin Kong FHC
28888      福記企管,PUB,,30,17,12,ID 89394288,,2881  富邦集團,福記企管,Fubon Secu. Fin.
2889       國票金,TSE,,28,17,12,ID 80330257,TW0002889003,9151  旺旺集團,國票金,Waterland FHC
28891      安泰證金,UNPUB,,30,17,12,ID 89394745,,6005  群益金融集團,安泰證金,Entie Secu. Fin.
2890       永豐金,TSE,,28,17,12,ID 80333183,TW0002890001,1907  永豐餘集團,永豐金,Sinopac FHC
2891       中信金,TSE,,28,17,12,ID 80333992,TW0002891009,2891  中信集團,中信金,CTBC Holding
28911      安聯人壽,UNPUB,,28,17,12,ID 89283591,,1216  統一集團,安聯人壽,Allianz
2892       第一金,TSE,,28,17,12,ID 80351999,TW0002892007,2892  第一金控集團,第一金,First FHC
28923      宏利人壽,UNPUB,,28,17,12,ID 86120124,,無,宏利人壽,Manulife (Int'l)
28924      友邦人壽,UNPUB,,28,17,12,ID 23826519,,無,友邦人壽,American Int'l
2893       新光 (誠) 銀,PUB,,28,17,12,ID 97172648,TW0002893005,1409  新光集團,新光 (誠) 銀,SKB (Macoto Bank)
28935      康健人壽,UNPUB,,28,17,12,ID 23470073,,無,康健人壽,Cigna
2894       大慶票券,PUB,,28,17,12,ID 97172915,TW0002894003,2894  大慶集團,大慶票券,Ta Ching Bills
28944      中輸銀,UNPUB,,28,17,12,ID 12211183,,無,中輸銀,Export-Import Bank
28945      蘇黎世產險,UNPUB,,28,17,12,ID 03435009,,28945 蘇黎世集團,蘇黎世產險,Zurich Ins. TW
2895       陽信銀,PUB,,28,17,12,ID 16091049,TW0002895000,2895  陽信集團,陽信銀,Sunny Bank
2897       臺工銀,ROTC,,28,17,12,ID 70745361,TW0002897006,2897  臺灣工銀集團,臺工銀,Ind. Bank of Taiwan
